#{"t_start": 1744127852.3447914, "env_id": "None"}
r,l,t
42.500202,200,1997.735086
50.500244,200,1998.023887
46.50014,200,1998.335281
67.49982,200,1998.701984
47.50018,200,1999.017545
165.83002,67,1999.131974
183.38995,111,1999.289563
164.04001,96,1999.429596
163.99004,101,1999.56925
67.99989,200,1999.880434
53.00027,200,2000.159518
185.24998,75,2000.269367
71.99995,200,2000.634402
163.26004,124,2000.844852
51.000095,200,2001.139263
162.94002,56,2001.239604
59.000057,200,2007.790502
42.999992,200,2008.098585
187.97005,153,2008.309454
50.500267,200,2008.623093
187.76993,173,2008.892003
161.46999,153,2009.161991
165.15005,85,2009.279469
163.78001,72,2009.385042
49.000237,200,2009.666916
191.87994,112,2009.832044
189.35007,115,2010.005728
71.99994,200,2010.388068
187.68,182,2010.686821
26.999968,200,2011.032342
45.000225,200,2011.350703
70.99984,200,2011.632818
46.500027,200,2011.909815
69.499886,200,2012.199529
163.52007,148,2012.405998
43.99999,200,2012.685483
163.51004,99,2012.822058
68.49982,200,2013.109365
163.83005,117,2013.28691
11.999958,200,2013.612152
43.000008,200,2013.928483
45.000008,200,2020.734591
163.06006,144,2020.936858
70.00006,200,2021.244604
56.500286,200,2021.546829
44.500202,200,2021.852891
167.17007,133,2022.036891
43.000042,200,2022.309493
162.53003,47,2022.379478
46.000217,200,2022.683777
44.499996,200,2022.973057
165.4301,157,2023.224747
164.48007,152,2023.438793
43.499992,200,2023.718922
161.72012,178,2023.966583
163.0101,199,2024.253843
71.499985,200,2024.53055
67.49994,200,2024.832884
164.73001,77,2024.954538
163.46002,104,2025.116704
28.99996,200,2025.396604
51.500244,200,2025.694681
163.11,139,2025.889394
167.24011,176,2026.130832
45.000103,200,2032.644756
162.45999,54,2032.7377
167.12013,138,2032.959004
44.500088,200,2033.239096
72.49994,200,2033.523174
70.999954,200,2033.804946
70.4998,200,2034.112334
191.01999,98,2034.262345
162.24007,176,2034.524598
29.499956,200,2034.841009
162.00014,150,2035.052672
45.000046,200,2035.327794
185.64995,185,2035.619442
162.44014,156,2035.842135
46.00009,200,2036.123334
163.03004,97,2036.286629
43.00011,200,2036.601889
162.00012,150,2036.809687
162.60002,140,2037.048764
162.82004,68,2037.184767
162.15005,185,2037.479419
186.18005,132,2037.66189
26.499962,200,2037.939598
164.43001,107,2038.119764
29.49996,200,2038.424023
162.31004,119,2038.583828
163.04004,96,2038.718032
166.13016,187,2045.072358
46.00008,200,2045.428095
186.68018,182,2045.696827
67.50022,200,2046.165037
189.24002,76,2046.338612
164.77011,123,2046.516653
38.000183,200,2046.819483
27.49996,200,2047.102123
46.000072,200,2047.394881
161.54001,196,2047.669524
188.31003,169,2047.913983
53.500015,200,2048.245088
163.76001,74,2048.378713
183.48006,152,2048.702327
162.38,162,2049.07508
56.500065,200,2049.583622
164.04002,96,2049.965358
68.49976,200,2050.482248
69.000145,200,2050.982821
67.99999,200,2051.608606
162.08014,192,2052.088617
48.000202,200,2052.470991
186.06995,193,2052.843776
28.999962,200,2059.678007
184.63995,186,2060.026608
162.24004,126,2060.272236
163.1,90,2060.440618
162.43002,157,2060.666791
53.500126,200,2060.950643
185.08005,192,2061.229757
26.99996,200,2061.511284
67.99998,200,2061.836883
70.50008,200,2062.118699
183.03976,196,2062.419105
161.97998,152,2062.646816
164.18008,132,2062.852101
45.999985,200,2063.175188
163.12003,88,2063.299742
90.50008,200,2063.639643
162.46011,154,2063.85671
185.30994,169,2064.178876
49.50011,200,2064.714363
162.27002,123,2065.117557
166.34001,116,2065.483241
187.37001,113,2065.742883
46.500015,200,2066.29656
45.99997,200,2066.784333
167.59003,91,2067.021794
162.88,62,2067.162665
162.57002,143,2074.415045
162.53003,97,2074.581838
46.00019,200,2074.930826
163.26001,124,2075.099621
46.000202,200,2075.434329
44.50017,200,2075.872195
163.30002,70,2075.99799
165.14008,136,2076.217536
67.99992,200,2076.55232
186.14996,135,2076.797934
45.000168,200,2077.344792
43.499977,200,2077.736881
162.01004,149,2077.947739
164.63007,137,2078.143169
45.500084,200,2078.456817
50.50022,200,2078.807979
163.93005,157,2079.06854
162.41002,109,2079.299751
185.67996,82,2079.416865
208.06015,194,2079.689525
70.99988,200,2080.029947
165.54002,96,2080.203353
184.45995,154,2080.470765
162.10008,190,2080.784817
68.49991,200,2081.079669
163.17004,83,2081.243426
162.93002,107,2081.423131
163.7501,125,2087.74688
167.59001,91,2087.941263
45.000214,200,2088.252012
187.74,76,2088.374876
162.6301,137,2088.683888
163.42007,108,2089.005777
163.16002,84,2089.24281
209.03006,197,2089.920487
68.49991,200,2090.498975
68.99985,200,2090.940532
163.03003,97,2091.15877
186.33994,166,2091.456722
162.3801,162,2091.714809
161.93004,107,2091.927685
49.50024,200,2092.310753
65.99986,200,2092.646794
186.56998,93,2092.769208
45.500076,200,2093.125013
185.15012,135,2093.353806
186.20996,129,2093.559249
162.76003,124,2093.743297
43.999973,200,2094.072432
164.58002,92,2094.238872
28.499958,200,2094.512014
26.999968,200,2094.814513
67.49986,200,2095.08886
186.62997,137,2095.354433
187.51001,99,2101.732291
188.82994,117,2101.932781
165.16003,84,2102.114271
188.12007,138,2102.358765
29.999962,200,2102.750996
164.05002,95,2102.929561
68.00002,200,2103.28211
161.7,130,2103.496791
186.31999,68,2103.602132
43.00011,200,2103.946727
45.00014,200,2104.323772
44.99999,200,2104.606873
43.499992,200,2104.889414
45.00003,200,2105.172015
14.999963,200,2105.526829
163.02,98,2105.661944
162.73009,127,2105.876654
163.15,85,2106.030663
44.000153,200,2106.328057
161.59004,141,2106.552625
44.500206,200,2106.862222
162.79002,121,2107.043855
163.07,93,2107.195234
162.22006,78,2107.318365
187.04993,145,2107.534544
44.50014,200,2107.831948
165.03003,97,2107.971528
165.59006,91,2108.096802
72.499985,200,2115.206628
162.10013,140,2115.49515
70.99989,200,2115.94498
45.00011,200,2116.292312
166.50017,150,2116.541299
68.49993,200,2117.106754
45.500072,200,2117.685247
162.87009,113,2117.89678
164.03006,97,2118.075789
168.36006,114,2118.273748
186.74008,126,2118.485864
166.41003,109,2118.708953
162.6,90,2118.826958
164.21007,79,2118.926694
98.500015,200,2119.242215
162.02016,198,2119.616988
43.50008,200,2120.066708
162.85,65,2120.216759
163.12003,88,2120.351874
186.26001,124,2120.520588
168.99008,101,2120.647078
51.50022,200,2120.895611
53.500076,200,2121.286786
45.00019,200,2121.646857
49.00031,200,2122.014825
162.62004,88,2122.132275
209.12999,187,2122.488763
47.0002,200,2130.339679
162.03,97,2130.538118
45.50005,200,2130.889614
165.50003,150,2131.069317
186.59006,191,2131.294811
46.000004,200,2131.545782
187.32,118,2131.712184
44.00007,200,2132.12674
69.4998,200,2132.366885
163.24005,76,2132.456568
162.74002,76,2132.545444
163.18005,82,2132.64067
44.500164,200,2132.874949
162.53004,147,2133.074884
67.00017,200,2133.358771
162.40002,110,2133.50063
68.49995,200,2133.831907
28.499964,200,2134.113055
46.00021,200,2134.632629
44.50006,200,2135.006999
161.83002,167,2135.471544
184.92017,158,2136.198956
28.99997,200,2136.797075
52.000263,200,2137.166926
15.999962,200,2137.638666
162.19005,131,2143.418454
185.13004,187,2144.011699
45.500008,200,2144.676989
162.74005,76,2144.888759
162.66005,84,2145.131535
187.14986,135,2145.784478
161.74004,176,2146.590536
186.24004,176,2146.949746
27.499958,200,2147.338044
162.85,115,2147.561085
43.500046,200,2147.978947
45.500084,200,2148.363773
26.499958,200,2148.81215
164.03001,97,2149.04708
189.54996,95,2149.280821
47.000137,200,2149.724722
163.60004,140,2150.042184
162.5301,147,2150.376828
161.70999,179,2150.841117
27.499968,200,2151.376527
181.27002,123,2151.713114
45.500134,200,2152.181344
45.5001,200,2152.643224
161.73012,177,2153.047045
164.52005,98,2153.264913
15.499964,200,2153.719504
43.500137,200,2163.396715
45.000225,200,2163.878856
43.49996,200,2164.386899
95.499855,200,2164.833317
27.999956,200,2165.292663
164.20001,80,2165.477937
13.499959,200,2165.932011
187.59999,140,2166.306615
165.25005,125,2166.586704
12.999957,200,2167.092855
168.35007,115,2167.346743
43.500046,200,2167.810728
166.15018,185,2168.294859
166.67001,83,2168.51198
185.29985,170,2168.893447
45.500065,200,2169.356786
186.01996,98,2169.588012
163.37001,113,2169.848888
161.9,110,2170.09708
44.50019,200,2170.643722
164.03003,97,2171.08708
71.500046,200,2171.752961
162.15005,135,2172.328712
166.59003,91,2172.566844
165.47002,103,2172.834374
53.00026,200,2173.458538
69.99992,200,2183.206671
162.06004,94,2183.416781
162.23999,176,2183.850546
28.999966,200,2184.319813
67.49992,200,2184.807075
27.499956,200,2185.262949
69.49984,200,2185.776915
46.000137,200,2186.230749
163.07005,93,2186.475892
162.4601,154,2186.810727
185.22995,177,2187.215186
185.6601,134,2187.539613
162.44005,106,2187.820486
95.99987,200,2188.372415
187.74994,175,2188.776977
161.79005,121,2189.050883
165.87004,113,2189.306797
28.999966,200,2189.802763
50.500145,200,2190.26418
69.49998,200,2190.793713
163.28001,122,2191.08654
44.500034,200,2191.564674
190.0899,91,2191.782737
187.02008,148,2192.183485
162.94006,156,2192.724664
70.49987,200,2202.526855
163.29004,71,2202.689626
187.93997,106,2202.980832
186.22,78,2203.207911
163.93,57,2203.340051
163.75003,75,2203.513612
71.00008,200,2204.156826
161.9,160,2204.683713
163.02005,98,2204.912425
68.00003,200,2205.606834
162.60002,90,2205.94968
43.500065,200,2206.517974
162.17003,133,2206.833255
45.000145,200,2207.291549
162.24005,76,2207.468698
163.11006,89,2207.723934
163.08003,92,2208.003534
186.50005,150,2208.376519
163.27,73,2208.544632
162.69005,131,2208.836749
184.27002,123,2209.099528
185.40005,160,2209.459356
28.499958,200,2209.914392
44.999977,200,2210.354854
162.76003,124,2210.609893
70.499985,200,2211.031372
31.5,200,2211.442592
189.50998,99,2211.64679
165.30017,170,2212.108938
164.43002,107,2212.574068
186.67989,182,2221.416326
162.09015,191,2221.856492
167.30002,70,2222.131027
55.50014,200,2222.601986
166.92006,108,2222.815003
68.99986,200,2223.266657
186.66,84,2223.502751
162.22008,128,2223.859535
42.50017,200,2224.544152
163.42018,158,2224.91228
163.2001,130,2225.215132
76.000175,200,2225.686519
163.36002,64,2225.836699
187.57,93,2226.052378
165.35008,115,2226.332121
46.500023,200,2226.777476
43.000084,200,2227.249532
184.97014,153,2227.576617
67.99993,200,2228.170671
67.999825,200,2228.899147
48.500042,200,2229.416744
165.03003,97,2229.636603
48.500076,200,2230.042196
160.64998,185,2230.452178
45.000256,200,2231.054141
91.99995,200,2231.590701
167.46007,104,2232.127758
161.61002,189,2241.652205
165.70007,180,2242.030799
186.26996,123,2242.317775
45.999985,200,2242.741849
69.999916,200,2243.126777
45.50019,200,2243.806679
73.99994,200,2244.4488
45.000046,200,2244.958771
45.000084,200,2245.386754
162.77007,123,2245.722833
162.53,97,2245.959725
163.57,93,2246.146713
165.10002,90,2246.322434
68.99986,200,2246.742136
163.01009,99,2246.954083
74.50005,200,2247.384293
45.500195,200,2247.794651
182.82997,67,2247.931064
161.94011,156,2248.246631
162.09999,90,2248.449628
163.28003,122,2248.694731
49.000122,200,2249.149933
92.000206,200,2249.662128
188.75998,74,2249.806644
184.92001,158,2250.118884
68.99998,200,2250.516609
188.72992,127,2259.039341
43.00011,200,2259.438792
43.000156,200,2259.751517
162.16008,184,2260.030377
164.96002,104,2260.184658
186.54996,95,2260.32668
162.84999,115,2260.543545
53.500275,200,2260.946993
67.49991,200,2261.392014
162.19,81,2261.554162
164.37003,63,2261.67703
163.14005,186,2262.042199
163.97,103,2262.244642
46.50021,200,2262.652328
163.06006,144,2262.94952
162.63005,87,2263.1247
51.00022,200,2263.582195
163.69003,81,2263.74517
163.45001,55,2263.86885
165.51001,99,2264.071908
162.77003,73,2264.2484
71.49985,200,2264.735113
44.00019,200,2265.147878
46.500137,200,2265.544523
165.71999,178,2265.942985
45.50011,200,2266.379601
45.000187,200,2266.833041
164.23004,77,2266.9823
93.50018,200,2275.779607
165.3901,161,2276.098442
163.47002,53,2276.203634
47.000072,200,2276.623135
36.000237,200,2277.082185
92.49988,200,2277.464352
186.00009,100,2277.673555
162.6402,186,2278.116781
165.83015,167,2278.454165
162.98006,102,2278.651753
70.000015,200,2279.036895
163.06001,94,2279.219301
163.75002,125,2279.459493
68.499886,200,2279.849426
163.13,87,2280.019747
163.10004,90,2280.194733
161.24002,176,2280.535815
36.000225,200,2280.922018
162.87,113,2281.142266
166.63007,87,2281.344161
166.5,100,2281.61695
163.7,80,2281.783105
165.62003,88,2281.955316
70.0,200,2282.379659
44.500084,200,2282.769749
165.03006,97,2282.956799
166.67004,83,2283.119662
164.64003,86,2283.287848
186.63997,86,2283.486716
186.50006,100,2283.754523
187.3801,112,2284.027812
44.000164,200,2292.825203
164.4201,108,2293.038829
164.05005,95,2293.224966
69.999886,200,2293.625744
47.00015,200,2294.019531
163.32999,117,2294.249582
162.23004,177,2294.636672
44.50015,200,2295.029364
162.46002,54,2295.136754
186.18001,82,2295.296868
161.71002,129,2295.552507
164.33005,117,2295.780317
187.41005,109,2295.993435
69.00025,200,2296.418028
66.500206,200,2296.832213
168.47008,103,2297.05302
161.48004,152,2297.371813
41.99998,200,2297.775877
164.19,81,2297.937048
163.26999,173,2298.278584
44.50018,200,2298.746852
67.99989,200,2299.209626
162.56003,144,2299.498461
72.999985,200,2299.916931
186.57007,93,2300.102134
43.000053,200,2300.494061
163.13004,137,2300.767658
186.88995,111,2309.523185
44.000206,200,2310.00665
47.0001,200,2310.327553
165.7601,124,2310.571434
162.52002,48,2310.67829
183.59996,90,2310.834928
165.52008,98,2311.003389
188.40994,159,2311.326962
163.42007,108,2311.560402
165.75017,175,2311.901909
162.74005,126,2312.316643
69.49986,200,2312.733493
162.16006,84,2312.90567
49.00019,200,2313.306718
163.79,121,2313.616893
67.99977,200,2314.049805
187.82,118,2314.419552
70.00004,200,2314.84224
165.12009,88,2315.020453
68.49994,200,2315.603858
44.000286,200,2316.226494
44.000008,200,2316.789054
187.09003,141,2317.270781
163.02005,98,2317.64317
186.60005,140,2317.94621
161.71019,179,2318.315549
67.999794,200,2318.732324
210.02008,148,2328.659403
45.000072,200,2329.266624
162.06,144,2329.736545
162.81004,119,2330.021692
70.00007,200,2330.636791
163.41006,109,2331.113318
73.50015,200,2332.257831
168.17001,83,2332.759703
186.30994,169,2333.189596
162.74007,176,2333.660303
46.500217,200,2334.124702
163.60014,140,2334.446935
186.0099,199,2334.958805
163.83,67,2335.134475
190.21985,178,2335.632577
45.500187,200,2336.135681
163.22005,78,2336.593207
67.999985,200,2337.341039
70.99991,200,2337.876671
73.0,200,2338.472291
44.00016,200,2339.171061
71.00004,200,2339.639465
163.07002,93,2339.874354
165.87003,63,2340.00963
69.999886,200,2340.494942
52.500023,200,2340.941234
188.21002,129,2347.133733
166.00002,100,2347.316657
45.50019,200,2347.875082
45.000175,200,2348.434466
162.80002,120,2348.779484
164.62007,88,2349.077519
165.69003,81,2349.27253
162.52002,98,2349.62425
68.50006,200,2349.972057
162.16,134,2350.17732
163.56003,94,2350.340349
163.51,99,2350.518519
68.4999,200,2350.81175
98.99972,200,2351.114632
163.24,76,2351.245139
187.85999,64,2351.321943
44.500195,200,2351.66914
165.37003,63,2351.766638
162.55014,145,2351.994962
65.000046,200,2352.321704
164.58005,92,2352.486767
164.77002,73,2352.578491
27.499975,200,2352.932729
45.00021,200,2353.330789
71.000015,200,2353.843447
162.54001,46,2353.997609
162.92004,58,2354.172465
183.63995,136,2354.530518
92.50021,200,2355.058491
162.19016,181,2355.47955
